SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS8	SBS9	SBS10a	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS21	SBS22	SBS26	SBS28	SBS30	SBS33	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS60	SBS55	SBS44	SBS61	SBS62	SBS63	SBS64	SBS65	SBS66	SBS67	SBS68	SBS69	SBS70	SBS71	SBS72	SBS73	SBS74	SBS75	SBS76	SBS77	SBS78	SBS79	SBS80	SBS81	SBS82	SBS83
SBS9	0.244948974278318	0.346410161513775	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.346410161513775	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.0316227766016838	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.346410161513775
SBS10a	0.014142135623731	0.00316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.014142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.00707106781186548	0.014142135623731	0.0316227766016838	0	0.00707106781186548	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838
SBS11	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS12	0	0	0.00316227766016838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBS13	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS14	0.0316227766016838	0.00316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0	0.0707106781186548	0.0316227766016838	0	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.014142135623731	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0
SBS15	0.0316227766016838	0.0316227766016838	0.00316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.00707106781186548	0.014142135623731	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.00707106781186548	0.0316227766016838
SBS16	0.14142135623731	0.244948974278318	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.244948974278318	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.244948974278318	0.14142135623731	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.00707106781186548	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.244948974278318	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.244948974278318
SBS17a	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0	0.14142135623731	0.0707106781186548	0	0.14142135623731	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS17b	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548
SBS18	0.14142135623731	0.244948974278318	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.014142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.244948974278318	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.14142135623731
SBS19	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.14142135623731	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS21	0.00707106781186548	0	0	0.00316227766016838	0	0.00316227766016838	0	0.014142135623731	0.00707106781186548	0	0.0014142135623731	0	0.0316227766016838	0.0014142135623731	0	0.00707106781186548	0.014142135623731	0.00707106781186548	0.00316227766016838	0.00316227766016838	0.00316227766016838	0.00707106781186548	0	0.014142135623731	0.014142135623731	0.00707106781186548	0.014142135623731	0	0.014142135623731	0.00707106781186548	0	0	0	0	0	0	0.00707106781186548	0.00316227766016838	0.00316227766016838	0.00316227766016838	0	0.00707106781186548	0.00316227766016838	0	0.0014142135623731	0.014142135623731	0	0	0	0	0.0014142135623731	0.00316227766016838	0.0014142135623731	0.00707106781186548	0.00316227766016838	0.00707106781186548	0	0.00316227766016838	0	0
SBS22	0.244948974278318	0.346410161513775	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.346410161513775	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0.346410161513775	0.14142135623731	0.244948974278318	0.0707106781186548	0.346410161513775	0.0707106781186548	0.0707106781186548	0.547722557505166	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.346410161513775	0.14142135623731	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.244948974278318
SBS26	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548
SBS28	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.00316227766016838	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS30	0.0316227766016838	0.00316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0	0.014142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.014142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0
SBS33	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.00707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731
