SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS8	SBS9	SBS10a	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS21	SBS22	SBS26	SBS28	SBS30	SBS33	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS60	SBS55	SBS44	SBS61	SBS62	SBS63	SBS64	SBS65	SBS66	SBS67	SBS68	SBS69	SBS70	SBS71	SBS72	SBS73	SBS74	SBS75	SBS76	SBS77	SBS78	SBS79	SBS80	SBS81	SBS82	SBS83
SBS35	0.14142135623731	0.244948974278318	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0	0.14142135623731	0.0316227766016838	0.244948974278318	0.0316227766016838	0.0707106781186548	0.346410161513775	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.244948974278318	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.244948974278318
SBS36	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.14142135623731
SBS37	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0014142135623731
SBS38	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS39	0.346410161513775	0.346410161513775	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.346410161513775	0.346410161513775	0.244948974278318	0.244948974278318	0.244948974278318	0.346410161513775	0.244948974278318	0.244948974278318	0.346410161513775	0.244948974278318	0.244948974278318	0.244948974278318	0.346410161513775	0.346410161513775	0.244948974278318	0.346410161513775	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.346410161513775	0.244948974278318	0.346410161513775	0.244948974278318	0.346410161513775	0	0.14142135623731	0.547722557505166	0.346410161513775	0.244948974278318	0.346410161513775	0.346410161513775	0.244948974278318	0.244948974278318	0.244948974278318	0.346410161513775	0.346410161513775	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.346410161513775	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.346410161513775
SBS40	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0	0.0014142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318
SBS60	0.014142135623731	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838
SBS55	0.14142135623731	0.244948974278318	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.244948974278318	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.244948974278318	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.0707106781186548	0.014142135623731	0	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.244948974278318	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.244948974278318
SBS44	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0707106781186548	0	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838
SBS61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBS62	0.00707106781186548	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00707106781186548	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.014142135623731	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.00707106781186548	0.0316227766016838	0.0316227766016838	0	0.00316227766016838	0.0316227766016838	0.014142135623731	0	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0316227766016838	0.014142135623731	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0
SBS63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBS64	0	0	0.14142135623731	0.0316227766016838	0.00707106781186548	0.00316227766016838	0	0	0	0.014142135623731	0.014142135623731	0	0	0.014142135623731	0	0.0014142135623731	0	0	0	0	0	0	0.00707106781186548	0	0.00316227766016838	0.0014142135623731	0.014142135623731	0	0	0	0.0316227766016838	0	0.014142135623731	0.0316227766016838	0	0	0.00316227766016838	0	0	0	0	0	0	0	0.014142135623731	0.0014142135623731	0.0316227766016838	0.014142135623731	0.00707106781186548	0.00707106781186548	0	0	0.014142135623731	0.00316227766016838	0.0014142135623731	0.00316227766016838	0.014142135623731	0	0.0316227766016838	0
SBS65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SBS66	0	0	0.00316227766016838	0	0.00316227766016838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014142135623731	0	0.00316227766016838	0.00316227766016838	0	0	0	0	0	0	0	0	0	0	0	0	0.0014142135623731	0	0	0	0	0	0	0	0	0	0	0	0.00316227766016838	0
SBS67	0.014142135623731	0.00316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.014142135623731	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838
SBS68	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.00223606797749979
SBS69	0	0	0.00316227766016838	0.00316227766016838	0.00316227766016838	0.00316227766016838	0	0	0	0.00707106781186548	0.00707106781186548	0	0	0.00316227766016838	0	0	0	0.0014142135623731	0	0	0	0	0	0	0	0	0	0	0	0	0.00707106781186548	0	0.00707106781186548	0.00707106781186548	0	0	0.00316227766016838	0	0	0.0014142135623731	0.00707106781186548	0	0	0	0.00707106781186548	0	0.00707106781186548	0.00316227766016838	0.00707106781186548	0.00707106781186548	0	0	0.00316227766016838	0	0	0	0.00316227766016838	0.00316227766016838	0.00707106781186548	0
SBS70	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318
SBS71	0.00316227766016838	0	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0	0	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0014142135623731	0	0.0707106781186548	0	0.0316227766016838	0.014142135623731	0.0316227766016838	0.0316227766016838	0.0014142135623731	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0316227766016838	0	0.0707106781186548	0.00316227766016838	0.0316227766016838	0.0316227766016838	0	0	0.0316227766016838	0.00316227766016838	0.00316227766016838	0.0316227766016838	0.0707106781186548	0.00316227766016838	0.014142135623731	0	0.0707106781186548	0.0316227766016838	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0
SBS72	0.14142135623731	0.0316227766016838	0.0316227766016838	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0316227766016838	0.14142135623731	0.0707106781186548	0.0707106781186548
SBS73	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0316227766016838	0	0.14142135623731	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731
SBS74	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.14142135623731	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.00316227766016838	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0707106781186548
SBS75	0.014142135623731	0	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.00707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0014142135623731	0.0707106781186548	0.0316227766016838	0.0707106781186548	0.014142135623731	0.0316227766016838	0.0707106781186548	0	0.014142135623731	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.00316227766016838	0	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0316227766016838	0
SBS76	0.00316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0	0.0316227766016838	0	0.014142135623731	0.0014142135623731	0.014142135623731	0.00316227766016838	0	0.014142135623731	0	0.0316227766016838	0.00316227766016838	0.014142135623731	0.014142135623731	0.014142135623731	0	0.00707106781186548	0	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0	0	0.014142135623731	0	0	0.014142135623731	0.0316227766016838	0	0	0	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0	0.00707106781186548	0	0.014142135623731	0.014142135623731	0.014142135623731	0.0316227766016838	0.014142135623731	0.0316227766016838	0
SBS77	0.14142135623731	0.14142135623731	0.0316227766016838	0.0316227766016838	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.00707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.0707106781186548	0	0.0316227766016838	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.0707106781186548	0.14142135623731
SBS78	0.0316227766016838	0.00316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731	0.014142135623731	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.0316227766016838	0.014142135623731
SBS79	0.14142135623731	0.14142135623731	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.0707106781186548	0.0707106781186548	0.00316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731
SBS80	0.0707106781186548	0	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.014142135623731	0.14142135623731	0.0316227766016838	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0	0.0707106781186548	0.14142135623731	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0707106781186548	0.0707106781186548	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.0316227766016838	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0	0.14142135623731	0.14142135623731	0
SBS81	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.244948974278318	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.014142135623731	0.244948974278318	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.244948974278318	0.244948974278318	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0.14142135623731	0	0.14142135623731	0.244948974278318
SBS82	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.244948974278318	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0.346410161513775	0	0.346410161513775
